Order Date,Requested Delivery Date,Customer Country Code,Product Code,Description,Order Type,Customer Order Code,Value,Currency,Items,Route
17-Apr-10,17-Feb-11,SE,P0066,Desc P0066,VO,ORD5915,28.73,SEK,2,R020
21-May-10,22-Sep-10,ES,P0074,Desc P0074,VO,ORD1245,370.23,EUR,29,R013
14-Sep-09,16-Jan-10,BE,P0008,Desc P0008,VO,ORD9689,869.52,EUR,50,R014
26-Mar-10,10-Jul-10,PL,P0097,Desc P0097,VO,ORD8924,128.31,PLN,7,R010
21-Sep-10,10-Jun-11,BE,P0011,Desc P0011,VO,ORD9399,38.23,EUR,3,R019
24-Feb-09,03-Jul-09,PL,P0078,Desc P0078,VO,ORD6077,29.66,PLN,2,R007
22-Jan-10,03-Nov-10,PL,P0056,Desc P0056,VO,ORD8016,290.4,PLN,24,R016
17-Jul-10,11-Oct-10,TR,P0001,Desc P0001,VO,ORD4361,453.38,TRY,29,R002
15-Feb-10,19-Aug-10,FI,P0083,Desc P0083,VO,ORD2917,81.51,EUR,6,R013
02-Oct-10,19-Jun-11,TR,P0052,Desc P0052,VO,ORD8856,508.59,TRY,46,R010
20-Aug-09,16-Jan-10,NL,P0033,Desc P0033,VO,ORD1718,393.71,EUR,28,R002
14-Sep-10,03-Feb-11,BE,P0061,Desc P0061,VO,ORD5513,507.35,EUR,27,R018
01-Nov-10,31-Jul-11,SE,P0049,Desc P0049,VO,ORD8509,818.9,SEK,45,R009
18-Jan-09,24-Oct-09,IT,P0010,Desc P0010,VO,ORD8256,779.65,EUR,40,R001
02-May-10,02-Apr-11,DE,P0069,Desc P0069,VO,ORD4101,458.62,EUR,34,R018
24-Feb-09,14-Jan-10,IT,P0049,Desc P0049,VO,ORD7861,269.34,EUR,17,R020
08-Nov-09,09-Aug-10,IT,P0032,Desc P0032,VO,ORD1983,504.1,EUR,46,R014
13-Aug-09,20-Mar-10,FR,P0093,Desc P0093,VO,ORD9450,97.67,EUR,8,R017
31-May-09,08-Sep-09,DE,P0001,Desc P0001,VO,ORD8766,170.8,EUR,12,R003
01-Apr-10,31-Oct-10,BE,P0040,Desc P0040,VO,ORD6152,385.67,EUR,33,R017
20-Mar-09,30-Sep-09,NL,P0041,Desc P0041,VO,ORD1720,372.23,EUR,36,R017
03-Nov-10,28-Jul-11,DE,P0053,Desc P0053,VO,ORD1438,388.72,EUR,26,R003
08-Dec-10,19-Oct-11,FR,P0091,Desc P0091,VO,ORD7428,747.98,EUR,46,R013
04-Jan-09,08-Sep-09,ES,P0024,Desc P0024,VO,ORD9898,45.76,EUR,4,R013
29-Apr-10,31-Dec-10,FR,P0044,Desc P0044,VO,ORD6422,27.79,EUR,2,R014
07-Aug-10,02-Feb-11,FI,P0003,Desc P0003,VO,ORD3284,364.97,EUR,19,R014
27-Dec-10,19-May-11,PL,P0080,Desc P0080,VO,ORD9825,413.25,PLN,26,R012
29-Apr-10,07-Oct-10,BE,P0072,Desc P0072,VO,ORD1400,684.34,EUR,44,R005
17-Mar-09,28-Oct-09,ES,P0079,Desc P0079,VO,ORD2483,100.13,EUR,6,R015
11-Jun-09,10-Jan-10,NL,P0020,Desc P0020,VO,ORD7917,532.2,EUR,42,R010
25-Jan-09,21-Oct-09,BE,P0075,Desc P0075,VO,ORD9552,328.03,EUR,24,R003
29-Aug-09,13-Jun-10,TR,P0010,Desc P0010,VO,ORD7669,224.42,TRY,12,R012
13-Apr-10,04-Jul-10,FR,P0037,Desc P0037,VO,ORD9414,346.64,EUR,26,R008
18-May-10,20-Dec-10,PL,P0096,Desc P0096,VO,ORD8773,890.29,PLN,50,R011
13-Apr-10,27-Dec-10,ES,P0083,Desc P0083,VO,ORD3857,99.59,EUR,5,R009
29-Jan-09,26-Sep-09,BE,P0060,Desc P0060,VO,ORD2472,171.17,EUR,15,R003
11-May-09,25-Jul-09,TR,P0080,Desc P0080,VO,ORD3978,210.05,TRY,18,R017
18-Jun-10,07-May-11,DE,P0052,Desc P0052,VO,ORD4715,633.5,EUR,39,R005
07-Jan-10,15-Nov-10,ES,P0068,Desc P0068,VO,ORD7466,140.21,EUR,14,R014
29-Jun-09,08-Feb-10,FR,P0033,Desc P0033,VO,ORD8317,688.17,EUR,47,R017
02-Sep-09,17-Jul-10,ES,P0036,Desc P0036,VO,ORD2839,229.71,EUR,14,R003
21-Jun-10,25-Sep-10,IT,P0090,Desc P0090,VO,ORD4546,33.54,EUR,3,R017
26-Jul-10,11-Jul-11,FR,P0067,Desc P0067,VO,ORD5573,221.72,EUR,21,R017
13-Nov-09,07-Jul-10,FI,P0002,Desc P0002,VO,ORD2221,835.1,EUR,42,R006
26-Apr-10,05-Apr-11,DE,P0032,Desc P0032,VO,ORD4623,280.06,EUR,27,R014
13-Jan-10,14-Aug-10,FI,P0032,Desc P0032,VO,ORD1759,168.32,EUR,16,R014
25-Jul-10,11-Oct-10,TR,P0018,Desc P0018,VO,ORD5942,574.33,TRY,48,R015
07-Oct-10,02-Aug-11,PL,P0047,Desc P0047,VO,ORD4295,462.73,PLN,28,R002
22-Aug-10,05-Dec-10,SE,P0037,Desc P0037,VO,ORD7229,121.36,SEK,7,R012
07-Feb-09,22-Sep-09,SE,P0057,Desc P0057,VO,ORD3978,659.11,SEK,48,R017
25-Jul-10,07-Jul-11,TR,P0065,Desc P0065,VO,ORD3372,548.06,TRY,30,R007
18-Dec-09,14-Jun-10,BE,P0027,Desc P0027,VO,ORD8422,530.25,EUR,37,R006
11-Apr-10,19-Sep-10,PL,P0096,Desc P0096,VO,ORD1984,703.84,PLN,50,R003
20-Jul-10,20-Jul-11,SE,P0063,Desc P0063,VO,ORD2747,146.61,SEK,11,R018
04-Dec-09,08-Jun-10,FR,P0081,Desc P0081,VO,ORD8382,273.22,EUR,21,R001
20-Feb-10,11-Dec-10,ES,P0059,Desc P0059,VO,ORD2570,671.71,EUR,46,R010
03-Jan-10,30-Jun-10,IT,P0086,Desc P0086,VO,ORD8477,156.03,EUR,15,R001
03-Jan-10,16-Aug-10,PL,P0022,Desc P0022,VO,ORD6344,150.13,PLN,9,R016
31-Jan-10,17-Aug-10,ES,P0043,Desc P0043,VO,ORD2485,134.24,EUR,9,R013
16-Mar-09,29-Jun-09,PL,P0082,Desc P0082,VO,ORD4802,365.94,PLN,20,R003
01-Sep-10,24-Nov-10,SE,P0033,Desc P0033,VO,ORD9010,224.73,SEK,12,R008
29-Nov-10,09-Jun-11,FR,P0028,Desc P0028,VO,ORD6013,57,EUR,5,R003
09-Oct-09,02-Jun-10,DE,P0025,Desc P0025,VO,ORD6448,638.98,EUR,38,R009
12-Apr-09,08-Jan-10,FR,P0100,Desc P0100,VO,ORD8527,616.41,EUR,40,R007
01-Jan-09,23-Apr-09,PL,P0093,Desc P0093,VO,ORD3201,509.38,PLN,42,R012
19-Jun-10,17-Mar-11,PL,P0014,Desc P0014,VO,ORD4775,56.39,PLN,4,R005
25-Jun-10,22-Nov-10,PL,P0089,Desc P0089,VO,ORD6760,239.37,PLN,22,R014
23-Mar-09,25-Aug-09,TR,P0066,Desc P0066,VO,ORD6380,364.64,TRY,33,R008
12-Mar-10,04-Jul-10,SE,P0086,Desc P0086,VO,ORD7259,473.26,SEK,26,R016
18-Nov-09,01-Feb-10,NL,P0027,Desc P0027,VO,ORD5822,112.81,EUR,10,R004
26-Mar-09,23-Feb-10,ES,P0086,Desc P0086,VO,ORD3172,487.32,EUR,31,R001
08-Nov-09,31-May-10,FI,P0069,Desc P0069,VO,ORD2052,614.78,EUR,31,R019
04-Nov-10,24-May-11,TR,P0081,Desc P0081,VO,ORD7408,101.74,TRY,10,R015
21-May-10,09-Mar-11,BE,P0081,Desc P0081,VO,ORD2507,103.04,EUR,7,R018
16-Aug-09,12-Jan-10,DE,P0040,Desc P0040,VO,ORD2012,292.88,EUR,23,R011
31-Jan-10,28-Jul-10,PL,P0009,Desc P0009,VO,ORD8382,148.84,PLN,14,R018
18-Jun-10,22-Nov-10,DE,P0019,Desc P0019,VO,ORD5759,219.61,EUR,13,R008
21-Apr-09,28-Jan-10,ES,P0016,Desc P0016,VO,ORD6087,158.74,EUR,11,R011
18-Jun-10,06-Oct-10,BE,P0015,Desc P0015,VO,ORD5204,291,EUR,18,R017
17-Sep-10,23-Jun-11,BE,P0027,Desc P0027,VO,ORD4795,792.25,EUR,43,R006
30-Jul-09,22-Nov-09,BE,P0065,Desc P0065,VO,ORD4481,585.03,EUR,34,R012
13-Nov-09,09-Apr-10,FR,P0026,Desc P0026,VO,ORD8136,60.39,EUR,6,R011
05-Sep-10,30-Aug-11,NL,P0026,Desc P0026,VO,ORD6704,741.5,EUR,50,R019
14-Jan-10,07-May-10,DE,P0084,Desc P0084,VO,ORD3400,559.05,EUR,29,R008
13-Dec-10,09-Sep-11,FI,P0029,Desc P0029,VO,ORD7149,395.2,EUR,39,R013
20-Dec-09,15-Oct-10,FR,P0056,Desc P0056,VO,ORD1652,175.15,EUR,16,R018
17-Sep-09,20-Jul-10,BE,P0068,Desc P0068,VO,ORD6157,112.68,EUR,9,R014
25-Feb-10,21-Dec-10,ES,P0089,Desc P0089,VO,ORD4560,198.52,EUR,13,R003
10-Mar-09,02-Jun-09,SE,P0034,Desc P0034,VO,ORD4836,369.79,SEK,22,R007
18-May-09,19-Dec-09,BE,P0035,Desc P0035,VO,ORD8854,370.56,EUR,28,R004
22-May-09,11-Nov-09,DE,P0029,Desc P0029,VO,ORD3142,199.84,EUR,10,R001
03-Sep-10,13-Feb-11,TR,P0038,Desc P0038,VO,ORD9518,173.29,TRY,11,R005
10-Dec-10,09-Nov-11,ES,P0097,Desc P0097,VO,ORD9342,207.96,EUR,18,R013
08-Jul-09,05-Dec-09,NL,P0027,Desc P0027,VO,ORD1992,173.05,EUR,15,R016
13-Oct-10,16-Mar-11,PL,P0084,Desc P0084,VO,ORD3569,157.25,PLN,11,R020
19-Jul-09,25-Oct-09,DE,P0048,Desc P0048,VO,ORD8754,483.8,EUR,36,R017
10-Jun-10,09-Oct-10,PL,P0021,Desc P0021,VO,ORD7969,849.53,PLN,46,R019
27-Oct-10,24-Aug-11,BE,P0035,Desc P0035,VO,ORD2248,740.46,EUR,41,R018
03-Apr-09,08-Dec-09,PL,P0081,Desc P0081,VO,ORD5984,228.14,PLN,14,R013
27-May-10,04-Mar-11,PL,P0034,Desc P0034,VO,ORD4765,122.49,PLN,10,R001
06-Mar-09,24-Nov-09,NL,P0059,Desc P0059,VO,ORD7358,884.49,EUR,45,R019
06-Feb-09,08-Apr-09,SE,P0075,Desc P0075,VO,ORD3056,652.57,SEK,45,R003
13-Jan-09,31-Oct-09,DE,P0025,Desc P0025,VO,ORD6482,276.73,EUR,26,R001
06-Aug-09,11-Nov-09,DE,P0049,Desc P0049,VO,ORD8504,424.49,EUR,38,R015
13-Sep-10,08-May-11,IT,P0013,Desc P0013,VO,ORD3052,644.94,EUR,38,R001
27-Jan-10,20-Jun-10,BE,P0067,Desc P0067,VO,ORD6675,273.13,EUR,27,R002
01-Jun-10,11-Sep-10,SE,P0072,Desc P0072,VO,ORD6607,502.47,SEK,31,R020
01-Oct-09,05-Jul-10,ES,P0087,Desc P0087,VO,ORD6089,310.54,EUR,17,R002
31-Jul-09,14-Feb-10,TR,P0013,Desc P0013,VO,ORD5554,86.91,TRY,7,R020
10-Jan-09,15-May-09,FR,P0049,Desc P0049,VO,ORD1685,202.85,EUR,16,R015
15-Nov-09,10-Nov-10,ES,P0049,Desc P0049,VO,ORD8661,376.09,EUR,23,R013
23-Oct-10,02-Aug-11,BE,P0018,Desc P0018,VO,ORD2947,361.65,EUR,32,R019
15-Sep-09,02-Mar-10,TR,P0040,Desc P0040,VO,ORD8216,850.45,TRY,49,R006
25-Apr-10,18-Sep-10,FR,P0057,Desc P0057,VO,ORD8689,176.24,EUR,9,R004
18-Sep-10,22-Nov-10,FI,P0091,Desc P0091,VO,ORD7491,262.09,EUR,15,R017
19-May-09,18-Apr-10,FI,P0026,Desc P0026,VO,ORD3427,181.31,EUR,17,R003
21-Jul-10,08-Feb-11,SE,P0001,Desc P0001,VO,ORD6083,676.45,SEK,42,R009
22-Sep-10,30-Nov-10,DE,P0045,Desc P0045,VO,ORD6526,402.86,EUR,22,R014
14-Feb-10,25-Oct-10,SE,P0077,Desc P0077,VO,ORD6744,15.07,SEK,1,R011
30-Apr-10,09-Apr-11,DE,P0025,Desc P0025,VO,ORD8856,322.94,EUR,19,R001
07-Oct-09,13-Apr-10,ES,P0078,Desc P0078,VO,ORD3471,390.27,EUR,36,R013
12-Nov-10,21-Feb-11,TR,P0052,Desc P0052,VO,ORD3644,652.94,TRY,47,R007
07-Jun-10,23-Apr-11,BE,P0052,Desc P0052,VO,ORD4988,176.98,EUR,11,R003
21-May-09,24-Feb-10,TR,P0071,Desc P0071,VO,ORD1106,66.7,TRY,4,R018
30-Jun-10,20-Sep-10,BE,P0002,Desc P0002,VO,ORD3484,627.26,EUR,33,R005
08-Jun-10,01-Feb-11,BE,P0039,Desc P0039,VO,ORD7942,566.94,EUR,42,R018
19-Dec-09,15-Sep-10,NL,P0043,Desc P0043,VO,ORD4682,126.37,EUR,7,R004
05-Feb-10,02-May-10,DE,P0018,Desc P0018,VO,ORD2368,452.21,EUR,37,R001
17-Aug-09,23-Oct-09,SE,P0034,Desc P0034,VO,ORD4567,392.56,SEK,28,R018
08-Mar-10,17-Feb-11,DE,P0010,Desc P0010,VO,ORD5224,474.37,EUR,45,R011
03-Aug-10,08-Apr-11,ES,P0033,Desc P0033,VO,ORD4946,330.05,EUR,18,R002
23-May-10,03-Oct-10,NL,P0046,Desc P0046,VO,ORD1711,713.63,EUR,37,R014
07-Mar-10,04-Oct-10,DE,P0054,Desc P0054,VO,ORD4525,155.86,EUR,15,R007
19-Nov-10,07-Mar-11,NL,P0030,Desc P0030,VO,ORD3009,494.4,EUR,47,R007
27-Nov-10,13-Sep-11,BE,P0044,Desc P0044,VO,ORD9568,581.33,EUR,47,R001
26-Jun-09,22-Feb-10,FI,P0045,Desc P0045,VO,ORD5217,121.65,EUR,11,R010
05-Apr-09,14-Mar-10,BE,P0007,Desc P0007,VO,ORD7062,17.97,EUR,1,R013
29-Jul-09,14-Dec-09,TR,P0017,Desc P0017,VO,ORD2442,505.7,TRY,35,R014
09-Jun-09,03-Jan-10,NL,P0050,Desc P0050,VO,ORD3393,670.62,EUR,43,R002
18-Jan-10,09-Oct-10,PL,P0076,Desc P0076,VO,ORD6743,34.7,PLN,2,R003
22-Jul-10,27-Jan-11,DE,P0040,Desc P0040,VO,ORD7713,425.63,EUR,25,R017
25-Apr-09,31-Oct-09,FR,P0033,Desc P0033,VO,ORD9412,634.92,EUR,37,R002
02-Jun-10,28-Feb-11,PL,P0010,Desc P0010,VO,ORD2427,660.65,PLN,42,R016
15-Jul-10,21-Nov-10,FR,P0008,Desc P0008,VO,ORD1592,399.65,EUR,22,R014
13-Apr-10,25-Sep-10,FR,P0068,Desc P0068,VO,ORD7502,571.01,EUR,49,R003
04-Feb-10,20-Aug-10,NL,P0065,Desc P0065,VO,ORD9330,639.95,EUR,36,R012
10-Jul-09,21-Oct-09,ES,P0078,Desc P0078,VO,ORD6489,281,EUR,18,R020
08-Oct-10,16-Feb-11,FR,P0007,Desc P0007,VO,ORD4378,11.95,EUR,1,R008
12-Jan-10,27-Sep-10,FR,P0079,Desc P0079,VO,ORD9976,50.26,EUR,4,R002
18-Jun-09,22-Oct-09,ES,P0042,Desc P0042,VO,ORD1670,283.65,EUR,16,R001
31-Jul-09,09-Nov-09,DE,P0090,Desc P0090,VO,ORD3062,544.86,EUR,28,R019
14-Oct-10,03-Feb-11,ES,P0088,Desc P0088,VO,ORD5109,324.97,EUR,18,R020
10-Dec-09,26-Apr-10,FI,P0023,Desc P0023,VO,ORD3868,606.88,EUR,37,R014
25-Nov-10,29-May-11,DE,P0048,Desc P0048,VO,ORD3781,698.97,EUR,36,R002
18-Aug-09,02-Jul-10,SE,P0007,Desc P0007,VO,ORD3477,396.31,SEK,29,R001
12-Jun-09,26-May-10,PL,P0034,Desc P0034,VO,ORD8142,570.21,PLN,33,R006
23-Nov-09,08-Sep-10,IT,P0012,Desc P0012,VO,ORD8965,546.51,EUR,42,R004
11-Apr-10,07-Jul-10,NL,P0038,Desc P0038,VO,ORD1861,82,EUR,5,R004
13-May-09,07-Jan-10,SE,P0066,Desc P0066,VO,ORD4191,363.77,SEK,19,R010
16-Dec-09,07-May-10,FR,P0026,Desc P0026,VO,ORD1209,851.37,EUR,45,R012
05-Jul-10,18-Jan-11,FR,P0069,Desc P0069,VO,ORD8324,70.23,EUR,6,R020
23-Dec-10,30-Aug-11,IT,P0074,Desc P0074,VO,ORD5271,198.73,EUR,10,R004
16-Feb-09,19-Sep-09,BE,P0091,Desc P0091,VO,ORD6856,29.09,EUR,2,R016
20-Apr-09,23-Aug-09,FI,P0019,Desc P0019,VO,ORD1728,390.82,EUR,35,R017
06-Feb-10,07-Oct-10,NL,P0045,Desc P0045,VO,ORD4175,834.72,EUR,42,R017
11-May-10,11-Jul-10,FR,P0087,Desc P0087,VO,ORD5301,493.51,EUR,31,R014
14-Mar-09,17-Dec-09,TR,P0044,Desc P0044,VO,ORD9079,61.57,TRY,6,R006
07-Sep-10,05-Apr-11,BE,P0065,Desc P0065,VO,ORD3187,242.8,EUR,14,R002
16-Oct-10,31-Dec-10,DE,P0063,Desc P0063,VO,ORD2761,443.07,EUR,34,R010
15-Jan-10,21-Nov-10,SE,P0095,Desc P0095,VO,ORD2209,223.7,SEK,20,R004
16-Feb-10,09-Dec-10,NL,P0009,Desc P0009,VO,ORD2576,822.58,EUR,49,R017
22-Mar-10,25-Dec-10,FR,P0084,Desc P0084,VO,ORD9029,200.82,EUR,12,R018
20-Apr-10,23-Aug-10,FI,P0084,Desc P0084,VO,ORD7880,769.99,EUR,41,R012
11-Feb-10,09-Jan-11,NL,P0055,Desc P0055,VO,ORD5994,664.41,EUR,42,R014
20-Jan-10,21-Aug-10,ES,P0029,Desc P0029,VO,ORD6175,610.77,EUR,40,R018
28-Oct-09,13-Jul-10,TR,P0072,Desc P0072,VO,ORD3767,88.9,TRY,6,R015
04-Dec-10,07-Oct-11,NL,P0015,Desc P0015,VO,ORD6638,714.48,EUR,42,R002
31-Dec-10,25-Mar-11,TR,P0036,Desc P0036,VO,ORD4563,265.17,TRY,17,R016
21-Jan-09,27-Mar-09,BE,P0055,Desc P0055,VO,ORD5917,731.23,EUR,40,R002
20-Dec-09,10-Mar-10,FR,P0093,Desc P0093,VO,ORD4304,331.85,EUR,23,R018
24-May-09,30-Oct-09,IT,P0037,Desc P0037,VO,ORD3365,176.2,EUR,10,R013
23-Oct-09,30-Jun-10,PL,P0018,Desc P0018,VO,ORD2434,317.86,PLN,30,R012
18-Nov-09,09-Sep-10,PL,P0042,Desc P0042,VO,ORD1170,533.72,PLN,32,R008
24-Oct-10,22-Apr-11,BE,P0096,Desc P0096,VO,ORD9683,464.17,EUR,24,R020
28-Sep-10,16-Jun-11,DE,P0045,Desc P0045,VO,ORD2276,353.16,EUR,20,R011
17-Nov-09,06-Sep-10,ES,P0070,Desc P0070,VO,ORD4737,631.64,EUR,40,R002
08-Jun-09,08-Jun-10,FR,P0043,Desc P0043,VO,ORD5917,320.22,EUR,19,R005
01-Nov-09,20-Oct-10,PL,P0032,Desc P0032,VO,ORD5539,224.42,PLN,13,R006
11-Aug-09,18-Dec-09,TR,P0055,Desc P0055,VO,ORD6500,109.83,TRY,8,R009
11-Nov-10,12-Apr-11,TR,P0015,Desc P0015,VO,ORD9616,407.38,TRY,28,R020
21-Sep-10,26-Aug-11,DE,P0008,Desc P0008,VO,ORD6516,257.82,EUR,20,R017
04-Nov-10,04-Jul-11,TR,P0058,Desc P0058,VO,ORD9149,324.29,TRY,19,R007
22-Dec-10,19-Jun-11,BE,P0069,Desc P0069,VO,ORD4450,179.31,EUR,16,R011
06-Jul-10,21-Jun-11,DE,P0060,Desc P0060,VO,ORD4073,174.3,EUR,10,R007
03-Nov-10,28-Sep-11,DE,P0038,Desc P0038,VO,ORD6628,429.24,EUR,23,R014
26-Aug-10,27-Jun-11,BE,P0040,Desc P0040,VO,ORD8625,523.28,EUR,44,R011
05-Jul-10,20-Feb-11,PL,P0026,Desc P0026,VO,ORD8483,167.45,PLN,14,R011
19-Aug-10,17-Jan-11,PL,P0032,Desc P0032,VO,ORD7629,443.74,PLN,36,R019
23-Dec-09,14-Jun-10,DE,P0060,Desc P0060,VO,ORD2929,24.88,EUR,2,R013
05-Jul-10,10-Mar-11,TR,P0058,Desc P0058,VO,ORD8578,300.64,TRY,27,R001
28-Apr-09,28-Apr-10,BE,P0008,Desc P0008,VO,ORD3285,249.11,EUR,17,R011
08-Oct-10,19-Mar-11,SE,P0012,Desc P0012,VO,ORD6290,468.89,SEK,31,R004
02-May-10,06-Jul-10,SE,P0039,Desc P0039,VO,ORD9290,281.54,SEK,27,R003
10-May-09,29-Mar-10,FI,P0067,Desc P0067,VO,ORD3207,304.03,EUR,18,R002
28-Jun-10,11-Dec-10,BE,P0042,Desc P0042,VO,ORD6079,368.87,EUR,27,R016
04-Oct-10,27-Feb-11,DE,P0042,Desc P0042,VO,ORD3257,185.81,EUR,12,R004
01-May-10,09-Sep-10,DE,P0084,Desc P0084,VO,ORD9766,583.84,EUR,38,R009
06-Feb-10,09-Apr-10,FI,P0012,Desc P0012,VO,ORD4079,155.76,EUR,9,R005
13-Aug-10,17-Mar-11,IT,P0002,Desc P0002,VO,ORD9954,742.53,EUR,46,R010
24-Jul-10,13-Mar-11,FR,P0028,Desc P0028,VO,ORD5147,220.39,EUR,22,R003
29-Mar-09,17-Jun-09,ES,P0006,Desc P0006,VO,ORD7391,616.1,EUR,36,R007
17-Dec-10,01-Oct-11,IT,P0085,Desc P0085,VO,ORD6980,314.18,EUR,26,R013
27-Aug-09,12-Feb-10,SE,P0003,Desc P0003,VO,ORD1999,11.7,SEK,1,R020
04-Sep-10,17-Aug-11,IT,P0068,Desc P0068,VO,ORD6112,597.53,EUR,34,R011
28-Nov-09,17-Nov-10,TR,P0048,Desc P0048,VO,ORD6497,139.17,TRY,8,R012
01-Aug-10,20-Jul-11,TR,P0006,Desc P0006,VO,ORD9444,518.62,TRY,45,R011
04-Sep-09,16-Nov-09,FI,P0086,Desc P0086,VO,ORD7400,403.5,EUR,32,R020
09-Jul-09,01-Jul-10,TR,P0027,Desc P0027,VO,ORD2306,172.73,TRY,13,R020
28-Aug-09,06-May-10,IT,P0018,Desc P0018,VO,ORD5801,199.3,EUR,12,R005
07-Oct-09,30-Jan-10,FR,P0014,Desc P0014,VO,ORD6491,462.45,EUR,40,R016
11-Nov-09,25-Jan-10,ES,P0032,Desc P0032,VO,ORD5854,53.18,EUR,4,R017
19-Jun-10,18-Jan-11,FR,P0008,Desc P0008,VO,ORD9852,396.54,EUR,30,R004
16-Oct-10,03-Sep-11,FR,P0026,Desc P0026,VO,ORD8709,599.7,EUR,30,R016
27-Nov-10,03-Nov-11,PL,P0014,Desc P0014,VO,ORD8710,36.37,PLN,3,R001
24-Mar-10,07-Jan-11,PL,P0056,Desc P0056,VO,ORD5895,415.53,PLN,34,R003
11-Sep-09,02-Jul-10,PL,P0051,Desc P0051,VO,ORD1409,165.1,PLN,12,R012
16-Sep-10,10-Mar-11,ES,P0007,Desc P0007,VO,ORD7434,885.5,EUR,48,R004
15-May-10,06-Oct-10,IT,P0087,Desc P0087,VO,ORD2182,356.52,EUR,21,R002
23-Jan-09,27-Sep-09,NL,P0015,Desc P0015,VO,ORD8226,361.55,EUR,22,R015
10-Mar-10,15-Jul-10,NL,P0049,Desc P0049,VO,ORD5386,627.52,EUR,45,R019
15-Apr-09,11-Mar-10,IT,P0047,Desc P0047,VO,ORD4648,39.36,EUR,2,R012
12-Mar-09,29-Aug-09,PL,P0031,Desc P0031,VO,ORD4303,77.94,PLN,5,R006
23-Feb-10,26-Nov-10,TR,P0016,Desc P0016,VO,ORD5279,109.87,TRY,6,R012
24-Jan-10,27-Nov-10,DE,P0045,Desc P0045,VO,ORD5996,458.58,EUR,25,R002
25-Apr-09,02-Nov-09,BE,P0078,Desc P0078,VO,ORD2390,56.01,EUR,3,R010
13-Jul-09,12-Oct-09,IT,P0051,Desc P0051,VO,ORD1257,749.61,EUR,47,R019
30-Nov-09,10-Mar-10,IT,P0041,Desc P0041,VO,ORD6618,781.49,EUR,50,R004
31-Jan-09,14-Jan-10,SE,P0009,Desc P0009,VO,ORD3121,12.28,SEK,1,R006
24-Dec-10,31-Jul-11,FI,P0065,Desc P0065,VO,ORD5000,269.41,EUR,25,R017
29-Sep-10,13-Feb-11,BE,P0027,Desc P0027,VO,ORD6106,321.64,EUR,21,R007
31-May-10,16-Jan-11,TR,P0060,Desc P0060,VO,ORD8906,553.95,TRY,50,R016
02-Oct-09,30-Sep-10,FR,P0062,Desc P0062,VO,ORD1913,591.88,EUR,35,R003
27-Feb-09,14-Sep-09,TR,P0009,Desc P0009,VO,ORD1964,717.97,TRY,44,R018
18-May-10,08-Mar-11,ES,P0081,Desc P0081,VO,ORD6319,406.57,EUR,22,R019
02-Dec-09,27-Mar-10,ES,P0043,Desc P0043,VO,ORD7765,81.38,EUR,8,R013
14-Sep-10,17-Aug-11,SE,P0062,Desc P0062,VO,ORD4488,108.77,SEK,6,R007
15-Jun-09,13-Oct-09,TR,P0010,Desc P0010,VO,ORD4950,76.95,TRY,7,R019
28-Jan-09,21-Dec-09,TR,P0100,Desc P0100,VO,ORD5494,279.51,TRY,24,R014
12-Apr-09,29-Jan-10,SE,P0014,Desc P0014,VO,ORD7571,226.91,SEK,15,R002
01-Dec-09,30-Jul-10,PL,P0086,Desc P0086,VO,ORD5819,538.91,PLN,39,R016
19-Oct-09,26-Mar-10,SE,P0050,Desc P0050,VO,ORD4083,197.53,SEK,18,R004
08-May-10,17-Apr-11,SE,P0019,Desc P0019,VO,ORD9906,200.78,SEK,15,R001
04-Aug-10,18-Nov-10,DE,P0037,Desc P0037,VO,ORD9198,145.03,EUR,12,R018
29-Sep-10,06-Jan-11,DE,P0076,Desc P0076,VO,ORD6606,778.5,EUR,41,R001
12-Oct-09,24-Apr-10,SE,P0093,Desc P0093,VO,ORD1753,89.53,SEK,5,R013
15-Jul-09,13-Apr-10,DE,P0011,Desc P0011,VO,ORD6347,287.4,EUR,17,R009
25-Feb-09,19-May-09,FI,P0071,Desc P0071,VO,ORD2222,210.14,EUR,15,R011
06-May-09,14-Aug-09,IT,P0100,Desc P0100,VO,ORD6833,684.3,EUR,39,R012
14-Sep-10,11-Mar-11,IT,P0083,Desc P0083,VO,ORD1322,277.41,EUR,26,R009
31-Jan-10,07-Sep-10,BE,P0057,Desc P0057,VO,ORD9920,455.64,EUR,28,R007
04-Apr-09,25-Nov-09,TR,P0027,Desc P0027,VO,ORD1290,114.36,TRY,9,R019
23-Apr-09,12-Mar-10,BE,P0013,Desc P0013,VO,ORD9118,801.39,EUR,50,R005
18-Sep-09,22-Dec-09,DE,P0053,Desc P0053,VO,ORD6128,651.41,EUR,37,R008
02-Aug-09,17-Dec-09,NL,P0092,Desc P0092,VO,ORD8162,883.35,EUR,48,R003
08-Aug-10,11-Nov-10,BE,P0014,Desc P0014,VO,ORD3642,11.8,EUR,1,R014
19-Jun-09,30-Apr-10,BE,P0035,Desc P0035,VO,ORD7772,257.91,EUR,15,R016
24-Jun-09,28-Apr-10,ES,P0070,Desc P0070,VO,ORD9359,443.97,EUR,38,R009
04-Dec-09,16-May-10,IT,P0013,Desc P0013,VO,ORD5326,534.93,EUR,37,R004
11-Jan-09,25-Apr-09,DE,P0020,Desc P0020,VO,ORD1240,59.86,EUR,5,R019
